!!SBtab SBtabVersion='1.0' TableType='Quantity'
!QuantityType	!Reaction:SBML:reaction:id	!Compound:SBML:species:id	!Median	!Unit	!Mean	!Std	!logMean	!logStd
reverse maximal velocity	vAK		0.182359319049	mM/s	0.267252149966	0.286317204069	-1.70177625775	0.874315244533
reaction affinity	vAK		-0.245572785602	kJ/mol	-0.245572785602	5.8540802353		
Michaelis constant	vinGlc	GlcX0	0.379536899478	mM	0.400417846566	0.134638485956	-0.968803455046	0.327282124028
Michaelis constant	vinGlc	GlcX	0.622651791071	mM	1.12150713081	1.68010775775	-0.47376783929	1.08484217519
Michaelis constant	vGlcTrans	GlcX	0.622651791071	mM	1.12150713081	1.68010775775	-0.47376783929	1.08484217519
Michaelis constant	vGlcTrans	Glc	0.635886596064	mM	1.14329646621	1.70831897099	-0.452735039616	1.08319044153
Michaelis constant	vHK	ATP	0.0322058343855	mM	0.094023716175	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vHK	Glc	0.635886596063	mM	1.14329646621	1.70831897099	-0.452735039617	1.08319044153
Michaelis constant	vHK	G6P	0.831976294096	mM	1.79812657005	3.44522836988	-0.18395133124	1.24152862208
Michaelis constant	vHK	ADP	0.0308961779503	mM	0.0902002237146	0.247406233246	-3.47712279366	1.4638301964
Michaelis constant	vPGI	G6P	0.831976294096	mM	1.79812657005	3.44522836988	-0.18395133124	1.24152862208
Michaelis constant	vPGI	F6P	0.696508241387	mM	1.24669353946	1.85074629996	-0.361675653259	1.0790463674
Michaelis constant	vPFK	F6P	0.696508241387	mM	1.24669353946	1.85074629996	-0.361675653259	1.0790463674
Michaelis constant	vPFK	ATP	0.0322058343855	mM	0.0940237161748	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vPFK	FBP	0.747267853816	mM	1.3382112365	1.98803592896	-0.291331585409	1.07950489528
Michaelis constant	vPFK	ADP	0.0308961779503	mM	0.0902002237146	0.247406233246	-3.47712279366	1.4638301964
Michaelis constant	vALD	FBP	0.747267853816	mM	1.3382112365	1.98803592896	-0.291331585409	1.07950489528
Michaelis constant	vALD	GAP	0.891669913319	mM	1.92629075099	3.68872093238	-0.114659267221	1.24117325967
Michaelis constant	vALD	DHAP	0.884991040737	mM	1.91185575357	3.66106299614	-0.122177757486	1.24117051736
Michaelis constant	vTIM	DHAP	0.884991040737	mM	1.91185575357	3.66106299614	-0.122177757486	1.24117051736
Michaelis constant	vTIM	GAP	0.89166991332	mM	1.92629075099	3.68872093238	-0.114659267221	1.24117325967
Michaelis constant	vGAPDH	GAP	0.89166991332	mM	1.92629075099	3.68872093238	-0.114659267221	1.24117325967
Michaelis constant	vGAPDH	NAD	0.0330298861696	mM	0.0864390235729	0.209044144699	-3.41034248586	1.38710233396
Michaelis constant	vGAPDH	NADH	0.0301253593519	mM	0.07883789347	0.190661570771	-3.50238795855	1.38710233396
Michaelis constant	vGAPDH	BPG	0.926003849755	mM	1.66090175437	2.47306167356	-0.076876886942	1.08096028358
Michaelis constant	vlpPEP	BPG	0.926003849755	mM	1.66090175437	2.47306167356	-0.0768768869421	1.08096028358
Michaelis constant	vlpPEP	ADP	0.0308961779502	mM	0.0902002237145	0.247406233246	-3.47712279366	1.4638301964
Michaelis constant	vlpPEP	PEP	0.776193527236	mM	1.39065093631	2.06732081668	-0.253353399123	1.07993086459
Michaelis constant	vlpPEP	ATP	0.0322058343855	mM	0.0940237161748	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vPK	ADP	0.0308961779503	mM	0.0902002237146	0.247406233246	-3.47712279366	1.4638301964
Michaelis constant	vPK	PEP	0.776193527236	mM	1.39065093631	2.06732081668	-0.253353399123	1.07993086459
Michaelis constant	vPK	Pyr	0.657926195668	mM	1.18022235118	1.75766204183	-0.418662518587	1.08107851012
Michaelis constant	vPK	ATP	0.0322058343855	mM	0.0940237161749	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vPDC	Pyr	0.657926195668	mM	1.18022235118	1.75766204183	-0.418662518587	1.08107851012
Michaelis constant	vPDC	ACA	0.751724734371	mM	1.62727767996	3.12421904465	-0.285385066763	1.24281418592
Michaelis constant	vADH	NADH	0.0301253593519	mM	0.0788378934699	0.190661570771	-3.50238795855	1.38710233396
Michaelis constant	vADH	ACA	0.751724734371	mM	1.62727767996	3.12421904465	-0.285385066763	1.24281418592
Michaelis constant	vADH	NAD	0.0330298861696	mM	0.0864390235729	0.209044144699	-3.41034248586	1.38710233396
Michaelis constant	vADH	EtOH	0.579444428022	mM	1.04307649157	1.56129960747	-0.545685517225	1.08430625617
Michaelis constant	vdifEtOH	EtOH	0.579444428022	mM	1.04307649157	1.56129960747	-0.545685517225	1.08430625617
Michaelis constant	vdifEtOH	EtOHX	0.59745455486	mM	1.07399835312	1.60434299568	-0.515077056881	1.08301940847
Michaelis constant	voutEtOH	EtOHX	0.59745455486	mM	1.07399835312	1.60434299568	-0.515077056881	1.08301940847
Michaelis constant	voutEtOH	P	0.788906984515	mM	1.8778531685	4.05630887282	-0.237106855434	1.31699358246
Michaelis constant	vlpGlyc	DHAP	0.884991040737	mM	1.91185575357	3.66106299614	-0.122177757486	1.24117051736
Michaelis constant	vlpGlyc	NADH	0.0301253593519	mM	0.0788378934699	0.190661570771	-3.50238795855	1.38710233396
Michaelis constant	vlpGlyc	Glyc	0.681846404893	mM	1.22259979521	1.81962436508	-0.38295085927	1.08067611279
Michaelis constant	vlpGlyc	NAD	0.0330298861696	mM	0.0864390235729	0.209044144699	-3.41034248586	1.38710233396
Michaelis constant	vdifGlyc	Glyc	0.681846404893	mM	1.22259979521	1.81962436508	-0.38295085927	1.08067611279
Michaelis constant	vdifGlyc	GlycX	0.648008590466	mM	1.16233136034	1.73080099364	-0.433851325825	1.08099871175
Michaelis constant	voutGlyc	GlycX	0.648008590466	mM	1.16233136034	1.73080099364	-0.433851325825	1.08099871175
Michaelis constant	voutGlyc	P	0.788906984515	mM	1.8778531685	4.05630887282	-0.237106855434	1.31699358246
Michaelis constant	vdifACA	ACA	0.751724734371	mM	1.62727767996	3.12421904465	-0.285385066762	1.24281418592
Michaelis constant	vdifACA	ACAX	0.743323287109	mM	1.60936668809	3.09050498442	-0.296624218388	1.24295209768
Michaelis constant	voutACA	ACAX	0.743323287109	mM	1.60936668809	3.09050498442	-0.296624218388	1.24295209768
Michaelis constant	voutACA	P	0.788906984515	mM	1.8778531685	4.05630887282	-0.237106855434	1.31699358246
Michaelis constant	vlacto	CNX	0.946794226202	mM	1.6922618781	2.50697892616	-0.0546734995843	1.07771937264
Michaelis constant	vlacto	ACAX	0.743323287109	mM	1.60936668809	3.09050498442	-0.296624218388	1.24295209768
Michaelis constant	vlacto	P	0.788906984515	mM	1.8778531685	4.05630887282	-0.237106855434	1.31699358246
Michaelis constant	vinCN	CNX0	0.872476953156	mM	0.89293270625	0.194489093712	-0.136419039975	0.215290418212
Michaelis constant	vinCN	CNX	0.946794226202	mM	1.6922618781	2.50697892616	-0.0546734995844	1.07771937264
Michaelis constant	vstorage	ATP	0.0322058343855	mM	0.0940237161749	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vstorage	G6P	0.831976294096	mM	1.79812657005	3.44522836988	-0.18395133124	1.24152862208
Michaelis constant	vstorage	ADP	0.0308961779503	mM	0.0902002237146	0.247406233246	-3.47712279366	1.4638301964
Michaelis constant	vconsum	ATP	0.0322058343855	mM	0.0940237161749	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vconsum	ADP	0.0308961779503	mM	0.0902002237146	0.247406233246	-3.47712279366	1.4638301964
Michaelis constant	vAK	ATP	0.0322058343855	mM	0.0940237161749	0.257893522839	-3.43560765075	1.4638301964
Michaelis constant	vAK	AMP	0.728751222226	mM	0.739177638658	0.12548434904	-0.316422864164	0.168557730872
Michaelis constant	vAK	ADP	0.0308961779503	mM	0.0902002237145	0.247406233246	-3.47712279366	1.4638301964

